,Map,Team1,Team1Pts,Team2,Team2Pts,Team1Win,Team1LastWin,Team2LastWin,Team1RanksHigher,Team2RanksHigher,Team1WonLast
829,cache,Liquid,16,CLG,11,1,1,1,0,1,1
830,cobblestone,CLG,13,Liquid,16,0,0,1,1,0,0
831,overpass,Winterfox,4,CLG,16,0,0,0,1,0,0
832,cache,Luminosity,21,compLexity,19,1,1,1,0,1,0
833,overpass,Cloud9,16,Winterfox,3,1,1,0,0,1,1
834,train,Liquid,16,compLexity,12,1,1,0,0,1,1
835,overpass,3sUP,16,CLG,13,1,0,1,1,0,1
836,train,compLexity,4,Cloud9,16,0,0,1,1,0,1
837,overpass,Luminosity,9,Liquid,16,0,1,1,1,0,0
838,inferno,uPGaming.hellfive,9,AlienTech,16,0,0,1,0,0,0
839,train,G2,12,CSGL,16,0,1,1,1,0,0
840,cache,CSGL,10,G2,16,0,1,0,0,1,1
841,cobblestone,PENTA,5,Titan,16,0,0,0,1,0,0
842,dust2,Titan,16,PENTA,3,1,1,0,0,1,1
843,dust2,3v,10,FTW,16,0,0,0,0,0,0
844,cache,ExAequo,16,iDomina,5,1,1,0,0,0,0
845,dust2,ExAequo,16,iDomina,2,1,1,0,0,0,1
846,cache,TES,12,Easy Fix,16,0,1,0,0,0,1
847,mirage,Easy Fix,13,TES,16,0,1,0,0,0,1
848,cache,RIP Fonty,8,Swag Silicone,16,0,0,0,0,0,0
849,mirage,Swag Silicone,21,RIP Fonty,16,1,1,0,0,0,1
850,train,dignitas,16,mousesports,13,1,0,0,0,1,0
851,cache,KILLERFISH,16,LDLC White,11,1,1,1,0,0,0
852,cobblestone,LDLC White,9,KILLERFISH,16,0,0,1,0,0,0
853,cache,XPC,6,Infused,16,0,0,0,0,0,0
854,mirage,XPC,5,Infused,16,0,0,1,0,0,0
855,inferno,NiP,16,TSM,9,1,1,1,0,1,1
856,cache,NiP,16,TSM,12,1,1,0,0,1,1
857,dust2,TSM,16,NiP,13,1,0,1,1,0,0
858,mirage,fnatic,16,dignitas,9,1,1,1,1,0,0
859,train,CSGL,16,FlipSid3,13,1,0,1,0,1,0
860,cobblestone,FlipSid3,5,CSGL,16,0,0,1,1,0,0
861,mirage,PiTER,10,Natus Vincere,16,0,1,1,1,0,0
862,cobblestone,Natus Vincere,16,PiTER,9,1,1,0,0,1,1
863,train,BX3,10,ESC,16,0,0,0,0,0,0
864,mirage,ESC,16,BX3,14,1,1,0,0,0,1
865,inferno,BX3,11,ESC,16,0,0,1,0,0,0
866,dust2,TSM,16,mousesports,13,1,1,0,1,0,0
867,cache,E-frag.net,16,Planetkey,4,1,0,1,0,1,0
868,dust2,E-frag.net,16,Planetkey,6,1,1,0,0,1,1
869,cobblestone,Titan,13,TSM,16,0,1,1,0,1,0
870,cache,HD4R,16,DSS,10,1,0,1,0,0,0
871,dust2,DSS,9,HD4R,16,0,0,1,0,0,0
872,mirage,FlipSid3,6,dignitas,16,0,0,0,0,1,0
873,overpass,dignitas,16,FlipSid3,6,1,1,0,1,0,1
874,inferno,dignitas,12,FlipSid3,16,0,1,0,1,0,1
875,overpass,mousesports,9,CSGL,16,0,0,1,1,0,0
876,cobblestone,CSGL,16,mousesports,10,1,1,0,0,1,1
877,train,fnatic,16,Vexed,13,1,1,0,1,0,1
878,overpass,fnatic,16,Vexed,14,1,1,0,1,0,1
879,inferno,NiP,16,HellRaisers,4,1,0,1,0,1,0
880,overpass,NiP,16,HellRaisers,13,1,1,0,0,1,1
881,cobblestone,European Misfits,4,Enervate,16,0,1,1,0,0,0
882,mirage,Enervate,16,European Misfits,11,1,1,0,0,0,1
883,cache,Enervate,5,European Misfits,16,0,1,0,0,0,1
884,dust2,Winterfox,10,Liquid,16,0,0,1,1,0,0
885,cache,Liquid,16,Winterfox,7,1,1,0,0,1,1
886,dust2,3sUP,16,Conquest,10,1,1,1,1,0,0
887,cache,3sUP,14,Liquid,16,0,1,1,1,0,0
888,overpass,Cloud9,16,Luminosity,7,1,1,0,0,1,0
889,train,FolloweSports.com,3,CLG,16,0,0,0,1,0,0
890,cobblestone,CLG,16,FolloweSports.com,1,1,1,0,0,1,1
891,cache,compLexity,2,Liquid,16,0,0,1,1,0,0
892,cache,Method,15,Winterfox,19,0,0,0,0,0,1
893,dust2,Liquid,17,Cloud9,19,0,1,1,0,1,1
894,train,Winterfox,3,Luminosity,16,0,1,0,1,0,1
895,mirage,NiP,10,EnVyUs,16,0,1,1,0,1,1
896,dust2,CSGL,9,E-frag.net,16,0,1,1,0,1,1
897,cache,E-frag.net,11,CSGL,16,0,1,0,1,0,1
898,cache,fnatic,5,EnVyUs,16,0,1,1,0,1,0
899,cache,Keyd Stars,11,uPGaming.hellfive,16,0,1,0,0,0,1
900,dust2,TSM,13,NiP,16,0,1,0,1,0,1
901,cache,Arcade,10,Orgless,16,0,1,0,0,0,0
902,cobblestone,Orgless,16,Arcade,13,1,1,0,0,0,1
903,mirage,Arcade,16,Orgless,4,1,0,1,0,0,0
904,overpass,SK,11,DenDD,16,0,0,0,0,0,0
905,cobblestone,DenDD,16,SK,6,1,1,0,0,0,1
906,train,EnVyUs,13,Natus Vincere,16,0,1,1,1,0,1
907,mirage,KILLERFISH,16,Balkan Bears,3,1,1,0,0,0,0
908,cobblestone,Balkan Bears,12,KILLERFISH,16,0,0,1,0,0,0
909,overpass,Titan,5,TSM,16,0,0,0,0,1,0
910,cache,HellRaisers,16,fnatic,14,1,0,0,1,0,0
911,inferno,mousesports,17,E-frag.net,19,0,0,0,1,0,0
912,overpass,E-frag.net,9,mousesports,16,0,1,0,0,1,1
913,overpass,Titan,16,Natus Vincere,13,1,0,1,0,1,0
914,dust2,Vega Squadron,8,RCTIC,16,0,1,1,0,0,0
915,mirage,RCTIC,2,Vega Squadron,16,0,1,0,0,0,1
916,overpass,Vega Squadron,17,RCTIC,19,0,1,0,0,0,1
917,cobblestone,HellRaisers,16,EnVyUs,14,1,1,0,1,0,0
918,cache,PENTA,16,Natus Vincere,6,1,0,0,1,0,0
919,mirage,CSGL,5,FlipSid3,16,0,1,1,0,1,1
920,train,FlipSid3,16,CSGL,5,1,1,0,1,0,1
921,overpass,FlipSid3,21,CSGL,25,0,1,0,1,0,1
922,train,Vexed,7,SK,16,0,0,0,0,1,0
923,inferno,Vexed,16,SK,14,1,0,1,0,1,0
924,cobblestone,SK,16,Vexed,11,1,0,1,1,0,0
925,overpass,TSM,16,ttc,8,1,1,1,0,1,0
926,cache,TSM,16,ttc,7,1,1,0,0,1,1
927,cobblestone,Titan,15,mousesports,19,0,1,1,0,1,0
928,overpass,mousesports,16,Titan,12,1,1,0,1,0,1
929,cobblestone,No Problem!,16,PiTER,13,1,1,0,0,0,0
930,cache,No Problem!,10,PiTER,16,0,1,0,0,0,1
931,mirage,PiTER,16,No Problem!,5,1,1,0,0,0,1
932,overpass,Enemy,16,Winterfox,2,1,1,0,0,0,0
933,cache,Winterfox,9,Enemy,16,0,0,1,0,0,0
934,cobblestone,compLexity,10,Luminosity,16,0,0,1,1,0,0
935,cache,CLG,16,Method,11,1,1,0,0,1,0
936,train,compLexity,16,Winterfox,0,1,0,0,0,0,1
937,overpass,Liquid,16,Winterfox,6,1,0,0,0,1,1
938,mirage,Luminosity,16,Conquest,11,1,1,0,1,0,0
939,dust2,ex-eLevate,6,Cloud9,16,0,0,1,1,0,0
940,dust2,ex-eLevate,16,Winterfox,5,1,0,0,0,0,1
941,train,Enemy,16,Coast,4,1,1,0,0,0,0
942,inferno,k1ck,16,3v,5,1,1,0,0,0,0
943,mirage,HellRaisers,14,mousesports,16,0,1,1,1,0,0
944,cobblestone,mousesports,14,HellRaisers,16,0,1,0,0,1,1
945,dust2,TSM,16,fnatic,3,1,1,0,1,0,0
946,dust2,G2,10,EnVyUs,16,0,1,0,0,1,1
947,mirage,FTW.Aca Prinfor,8,AlienTech,16,0,0,1,0,0,0
948,dust2,TES,6,ExAequo,16,0,1,1,0,0,0
949,cobblestone,TES,9,ExAequo,16,0,0,1,0,0,0
950,mirage,RIP Fonty,16,iDomina,7,1,0,0,0,0,0
951,overpass,RIP Fonty,16,iDomina,8,1,1,0,0,0,1
952,mirage,Titan,8,mousesports,16,0,0,0,0,1,0
953,train,SK,16,nEophyte,9,1,1,0,0,0,0
954,mirage,nEophyte,12,SK,16,0,0,1,0,0,0
955,overpass,Titan,2,fnatic,16,0,0,0,0,1,1
956,cache,PiTER,12,Lions,16,0,1,0,0,0,0
957,cobblestone,PiTER,14,Lions,16,0,0,1,0,0,0
958,dust2,GreyFace,14,NiP,16,0,0,1,1,0,0
959,cache,GreyFace,12,NiP,16,0,0,1,1,0,0
960,dust2,G2,19,TSM,21,0,0,1,0,1,0
961,dust2,Swag Silicone,7,Easy Fix,16,0,1,0,0,0,0
962,mirage,Easy Fix,9,Swag Silicone,16,0,1,0,0,0,1
963,overpass,E-frag.net,10,Natus Vincere,16,0,0,0,0,1,0
964,dust2,E-frag.net,16,Natus Vincere,8,1,0,1,0,1,0
965,train,Natus Vincere,16,E-frag.net,5,1,0,1,1,0,0
966,cache,Titan,16,mousesports,10,1,0,1,0,1,0
967,train,fnatic,3,EnVyUs,16,0,1,1,0,1,0
968,cache,PENTA,5,CSGL,16,0,1,1,1,0,0
969,mirage,CSGL,10,PENTA,16,0,1,0,0,1,1
970,overpass,Lions,16,Vega Squadron,12,1,1,0,0,0,0
971,inferno,Natus Vincere,19,dignitas,22,0,1,0,1,0,1
972,mirage,Titan,16,EnVyUs,11,1,1,1,0,1,1
973,dust2,E-frag.net,16,PENTA,3,1,0,1,0,1,0
974,cache,E-frag.net,16,PENTA,11,1,1,0,0,1,1
975,overpass,Vexed,12,DenDD,16,0,0,1,0,1,0
976,inferno,Vexed,16,DenDD,14,1,0,1,0,1,0
977,cobblestone,Vexed,14,DenDD,16,0,1,0,0,1,1
978,mirage,Lions,5,PiTER,16,0,1,0,0,0,1
979,overpass,Lions,11,PiTER,16,0,0,1,0,0,0
980,overpass,Torpedo,4,TSM,16,0,0,1,1,0,0
981,cache,TSM,19,Torpedo,15,1,1,0,0,1,1
982,mirage,HellRaisers,16,Orgless,14,1,1,0,0,0,0
983,dust2,HellRaisers,5,Orgless,16,0,1,0,0,0,1
984,cobblestone,Orgless,13,HellRaisers,16,0,1,0,0,0,1
985,mirage,Vega Squadron,16,No Problem!,5,1,0,0,0,0,0
986,cache,FlipSid3,19,volgare,16,1,0,0,0,1,0
987,inferno,FlipSid3,16,volgare,4,1,1,0,0,1,1
988,inferno,FTW,8,BulletsRage.Pro,16,0,1,0,0,0,0
989,cache,Vega Squadron,8,Lions,16,0,1,0,0,0,0
990,inferno,Lions,16,Vega Squadron,7,1,1,0,0,0,1
991,mirage,HellRaisers,14,DenDD,16,0,1,1,0,0,0
992,cobblestone,DenDD,12,HellRaisers,16,0,1,0,0,0,1
993,cache,E-frag.net,14,Orgless,16,0,1,0,0,1,1
994,train,E-frag.net,11,Orgless,16,0,0,1,0,1,0
995,cobblestone,No Problem!,23,PiTER,26,0,0,1,0,0,0
996,cache,PiTER,8,No Problem!,16,0,1,0,0,0,1
997,mirage,PiTER,16,No Problem!,13,1,0,1,0,0,0
998,dust2,Luminosity,14,Liquid,16,0,1,1,1,0,0
999,overpass,Luminosity,13,Liquid,16,0,0,1,1,0,0
1000,cache,Enervate,17,Epiphany Bolt,19,0,0,1,0,0,1
1001,cobblestone,Enervate,12,Epiphany Bolt,16,0,0,1,0,0,0
1002,cobblestone,Arcade,9,DenDD,16,0,1,0,0,0,0
1003,mirage,Arcade,7,DenDD,16,0,0,1,0,0,0
1004,mirage,Poland,14,France,16,0,0,0,0,0,0
1005,cobblestone,Poland,4,France,16,0,0,1,0,0,0
1006,dust2,Poland,8,France,16,0,0,1,0,0,0
1007,train,France,9,Poland,16,0,1,0,0,0,1
1008,mirage,France,16,Russia,11,1,0,0,0,0,0
1009,cobblestone,Russia,16,France,19,0,0,1,0,0,0
1010,dust2,Poland,16,Sweden,10,1,1,0,0,0,0
1011,train,Sweden,7,Poland,16,0,0,1,0,0,0
1012,cobblestone,Poland,14,Sweden,16,0,1,0,0,0,1
1013,cache,France,16,Germany,7,1,1,0,0,0,0
1014,cobblestone,Germany,2,France,16,0,0,1,0,0,0
1015,mirage,Russia,16,Norway,10,1,0,0,0,0,0
1016,dust2,Russia,10,Norway,16,0,1,0,0,0,1
1017,overpass,Norway,16,Russia,19,0,1,0,0,0,1
1018,inferno,SK,14,dignitas,16,0,1,1,1,0,0
1019,overpass,dignitas,16,SK,13,1,1,0,0,1,1
1020,mirage,dignitas,16,SK,14,1,1,0,0,1,1
1021,cobblestone,Sweden,16,Canada,11,1,1,0,0,0,0
1022,inferno,Canada,17,Sweden,19,0,0,1,0,0,0
1023,dust2,Poland,16,Kyrgyzstan,12,1,0,0,0,0,0
1024,train,Kyrgyzstan,7,Poland,16,0,0,1,0,0,0
1025,cache,Luminosity,16,Games Academy,14,1,0,1,0,1,0
1026,cobblestone,Luminosity,16,Games Academy,5,1,1,0,0,1,1
1027,cobblestone,Torpedo,16,ESC,2,1,0,1,0,0,0
1028,train,Torpedo,13,ESC,16,0,1,0,0,0,1
1029,cache,Torpedo,16,ESC,12,1,0,1,0,0,0
1030,dust2,Finland,16,Sweden,5,1,0,1,0,0,0
1031,cache,Easy Fix,14,ExAequo,16,0,0,1,0,0,0
1032,dust2,ExAequo,16,Easy Fix,7,1,1,0,0,0,1
1033,mirage,Denmark,5,Sweden,16,0,0,0,0,0,0
1034,dust2,Belgium,12,Norway,16,0,0,0,0,0,0
1035,inferno,Norway,16,Belgium,19,0,1,0,0,0,1
1036,mirage,Belgium,16,Norway,19,0,1,0,0,0,1
1037,dust2,France,16,Netherlands,14,1,1,0,0,0,0
1038,inferno,Netherlands,6,France,16,0,0,1,0,0,0
1039,dust2,Reason,13,ESC,16,0,0,0,0,0,1
1040,overpass,Reason,16,ESC,11,1,0,1,0,0,0
1041,mirage,ESC,16,Reason,10,1,0,1,0,0,0
1042,inferno,Norway,6,Sweden,16,0,1,1,0,0,0
1043,dust2,Norway,10,Canada,16,0,0,0,0,0,0
1044,dust2,Torpedo,16,Epiphany Bolt,3,1,1,1,0,0,0
1045,cobblestone,Epiphany Bolt,9,Torpedo,16,0,0,1,0,0,0
1046,train,Torpedo,8,Epiphany Bolt,16,0,1,0,0,0,1
1047,cobblestone,Poland,19,France,16,1,1,1,0,0,1
1048,dust2,Belgium,16,Singapore,6,1,0,0,0,0,0
1049,cache,USA,8,Netherlands,16,0,0,0,0,0,0
1050,train,Belgium,9,Canada,16,0,1,1,0,0,0
1051,cache,Poland,16,Netherlands,11,1,1,1,0,0,0
1052,dust2,Singapore,3,Norway,16,0,0,0,0,0,0
1053,dust2,France,16,USA,4,1,0,0,0,0,0
1054,dust2,FolloweSports.com,1,Liquid,16,0,0,1,1,0,1
1055,cobblestone,Liquid,16,FolloweSports.com,4,1,1,0,0,1,1
1056,mirage,RIP Fonty,14,TES,16,0,1,0,0,0,0
1057,cache,RIP Fonty,21,TES,18,1,0,1,0,0,0
1058,dust2,iDomina,12,Swag Silicone,16,0,0,1,0,0,0
1059,mirage,Swag Silicone,16,iDomina,8,1,1,0,0,0,1
1060,mirage,Reason,12,Orgless,16,0,0,1,0,0,0
1061,cobblestone,Reason,11,Orgless,16,0,0,1,0,0,0
1062,mirage,Worst Players,12,Torpedo,16,0,0,0,0,0,0
1063,cache,KILLERFISH,12,HellRaisers,16,0,1,1,0,0,0
1064,cobblestone,KILLERFISH,16,HellRaisers,9,1,0,1,0,0,0
1065,dust2,Indonesia,4,Sweden,16,0,0,1,0,0,0
1066,mirage,Sweden,16,Indonesia,2,1,1,0,0,0,1
1067,mirage,Worst Players,14,Reason,16,0,0,0,0,0,0
1068,cache,gBots,16,OverGaming,3,1,0,0,0,0,0
1069,train,gBots,16,OverGaming,7,1,1,0,0,0,1
1070,cache,Torpedo,16,European Misfits,3,1,1,1,0,0,0
1071,dust2,TSM,16,dignitas,3,1,1,1,1,0,1
1072,mirage,Russia,16,Kyrgyzstan,2,1,1,0,0,0,0
1073,cobblestone,Russia,16,Kyrgyzstan,10,1,1,0,0,0,1
1074,cobblestone,Reason,16,Torpedo,10,1,1,1,0,0,0
1075,cache,Germany,16,Sweden,13,1,0,1,0,0,0
1076,mirage,Worst Players,16,European Misfits,7,1,0,0,0,0,0
1077,overpass,Russia,16,Tunisia,4,1,1,0,0,0,0
1078,inferno,Russia,16,Tunisia,3,1,1,0,0,0,1
1079,mirage,Serbia,9,Indonesia,16,0,0,0,0,0,0
1080,dust2,Indonesia,6,Germany,16,0,1,1,0,0,0
1081,dust2,Tunisia,10,Kyrgyzstan,16,0,0,0,0,0,0
1082,mirage,Tunisia,14,Kyrgyzstan,16,0,0,1,0,0,0
1083,inferno,Sweden,16,Serbia,7,1,0,0,0,0,0
1084,cobblestone,Enemy,16,FolloweSports.com,11,1,1,0,0,0,0
1085,mirage,Liquid,16,Coast,7,1,1,0,0,1,0
1086,cache,Liquid,16,Coast,8,1,1,0,0,1,1
1087,cobblestone,Method,16,Enemy,5,1,0,1,0,0,0
1088,overpass,Liquid,16,FolloweSports.com,2,1,1,0,0,1,1
1089,cobblestone,Liquid,16,Method,4,1,1,1,0,1,0
1090,mirage,Denial,16,Coast,6,1,1,0,0,0,0
1091,dust2,Coast,16,Denial,11,1,0,1,0,0,0
1092,inferno,Titan,13,Property,16,0,1,0,0,1,0
1093,cobblestone,Property,5,Titan,16,0,1,0,1,0,1
1094,cobblestone,SK,10,fnatic,16,0,0,0,1,0,0
1095,cache,BX3,9,ESC,16,0,0,1,0,0,0
1096,train,HellRaisers,12,dignitas,16,0,0,0,1,0,0
1097,cache,ExAequo,16,RIP Fonty,9,1,1,1,0,0,0
1098,cobblestone,ExAequo,16,RIP Fonty,1,1,1,0,0,0,1
1099,mirage,KIYF,13,gBots,16,0,1,1,0,0,0
1100,dust2,KIYF,7,gBots,16,0,0,1,0,0,0
1101,inferno,BX3,10,Epiphany Bolt,16,0,0,1,0,0,0
1102,train,Titan,16,G2,12,1,1,0,0,1,0
1103,dust2,G2,13,Titan,16,0,0,1,1,0,0
1104,mirage,Choke,8,ESC,16,0,1,1,0,0,0
1105,mirage,x6tence,12,OverGaming,16,0,1,0,0,0,0
1106,cache,x6tence,5,OverGaming,16,0,0,1,0,0,0
1107,train,Epiphany Bolt,16,Choke,2,1,1,0,0,0,0
1108,dust2,G2,12,HellRaisers,16,0,0,0,0,1,1
1109,overpass,HellRaisers,16,G2,19,0,1,0,1,0,1
1110,cache,BX3,16,ESC,8,1,0,1,0,0,0
1111,train,Enemy,16,FolloweSports.com,5,1,0,0,0,0,1
1112,mirage,Denial,16,Liquid,12,1,0,1,1,0,0
1113,cache,Liquid,16,Denial,6,1,0,1,0,1,0
1114,inferno,Enemy,16,Method,7,1,1,0,0,0,0
1115,overpass,Method,11,Liquid,16,0,0,1,1,0,0
1116,cobblestone,3sUP,16,FolloweSports.com,8,1,0,0,0,0,1
1117,train,FolloweSports.com,19,3sUP,15,1,0,1,0,0,0
1118,cobblestone,NiP,2,HellRaisers,16,0,1,0,0,1,1
1119,cobblestone,dignitas,19,mousesports,15,1,1,0,0,1,1
1120,mirage,RIP Fonty,14,Easy Fix,16,0,0,0,0,0,0
1121,cache,Easy Fix,13,RIP Fonty,16,0,1,0,0,0,1
1122,mirage,Orgless,16,London C,5,1,1,1,0,0,0
1123,train,Orgless,16,London C,8,1,1,0,0,0,1
1124,dust2,Orgless,5,London C,16,0,1,0,0,0,1
1125,train,CSGL,2,SK,16,0,0,0,0,1,1
1126,overpass,CSGL,11,SK,16,0,0,1,0,1,0
1127,cobblestone,Titan,16,NiP,21,0,1,0,0,1,1
1128,train,GreyFace,14,KILLERFISH,16,0,0,1,0,0,0
1129,mirage,KILLERFISH,16,GreyFace,1,1,1,0,0,0,1
1130,cobblestone,TES,16,iDomina,8,1,0,0,0,0,0
1131,mirage,iDomina,8,TES,16,0,0,1,0,0,0
1132,train,G2,13,EnVyUs,16,0,1,0,0,1,0
1133,cobblestone,NiP,10,TSM,16,0,1,1,0,1,1
1134,cobblestone,HellRaisers,16,FlipSid3,7,1,1,1,1,0,0
1135,cache,FlipSid3,13,HellRaisers,16,0,0,1,0,1,0
1136,cobblestone,ExAequo,16,Swag Silicone,1,1,1,1,0,0,0
1137,dust2,ExAequo,16,Swag Silicone,7,1,1,0,0,0,1
1138,mirage,KILLERFISH,16,Worst Players,8,1,1,1,0,0,0
1139,cobblestone,NiP,14,fnatic,16,0,0,1,0,1,0
1140,overpass,TSM,16,Titan,5,1,1,0,1,0,1
1141,inferno,BX3,9,Torpedo,16,0,1,0,0,0,0
1142,train,BX3,8,Torpedo,16,0,0,1,0,0,0
1143,train,SK,10,E-frag.net,16,0,1,0,1,0,0
1144,inferno,E-frag.net,16,SK,6,1,1,0,0,1,1
1145,cobblestone,PENTA,12,Vexed,16,0,0,0,1,0,0
1146,inferno,Vexed,16,PENTA,4,1,1,0,0,1,1
1147,train,fnatic,13,Titan,16,0,1,0,1,0,1
1148,overpass,TSM,16,HellRaisers,5,1,1,1,0,1,1
1149,train,Orgless,16,CSGL,3,1,0,0,1,0,0
1150,cobblestone,Orgless,16,CSGL,4,1,1,0,1,0,1
1151,inferno,G2,16,dignitas,7,1,0,1,1,0,0
1152,train,dignitas,16,G2,12,1,0,1,0,1,0
1153,cache,Worst Players,14,GreyFace,16,0,0,0,0,0,0
1154,mirage,GreyFace,16,Worst Players,13,1,1,0,0,0,1
1155,dust2,FolloweSports.com,4,Luminosity,16,0,1,1,1,0,0
1156,cobblestone,Luminosity,16,FolloweSports.com,9,1,1,0,0,1,1
1157,dust2,compLexity,14,Trifecta,16,0,1,0,0,0,0
1158,overpass,Trifecta,16,compLexity,8,1,1,0,0,0,1
1159,cobblestone,Games Academy,16,ex-eLevate,14,1,0,1,0,0,0
1160,cache,ex-eLevate,1,Games Academy,16,0,0,1,0,0,0
1161,train,Winterfox,5,CLG,16,0,0,1,1,0,0
1162,cobblestone,CLG,21,Winterfox,25,0,1,0,0,1,1
1163,inferno,LDLC White,16,Evokate,10,1,0,0,0,0,0
1164,dust2,Evokate,5,LDLC White,16,0,0,1,0,0,0
1165,overpass,FlipSid3,16,E-frag.net,13,1,0,1,1,0,0
1166,train,E-frag.net,14,FlipSid3,16,0,0,1,0,1,0
1167,cache,SkinsVault,3,KILLERFISH,16,0,0,1,0,0,0
1168,cobblestone,Vexed,6,Natus Vincere,16,0,1,0,0,1,0
1169,dust2,Vexed,16,Natus Vincere,19,0,0,1,0,1,0
1170,cobblestone,dignitas,16,CSGL,5,1,1,0,1,0,0
1171,mirage,CSGL,6,dignitas,16,0,0,1,0,1,0
1172,cache,GreyFace,16,KILLERFISH,5,1,1,1,0,0,0
1173,mirage,GreyFace,16,KILLERFISH,13,1,1,0,0,0,1
1174,cobblestone,MaxAndRelax,16,Worst Players,8,1,1,0,0,0,0
1175,cache,Worst Players,8,MaxAndRelax,16,0,0,1,0,0,0
1176,inferno,unKnights,5,Pulse,16,0,0,0,0,0,0
1177,cache,Pulse,16,unKnights,11,1,1,0,0,0,1
1178,mirage,unKnights,22,Pulse,19,1,0,1,0,0,0
1179,cache,E-frag.net,16,No Problem!,12,1,0,0,0,1,0
1180,mirage,E-frag.net,16,No Problem!,4,1,1,0,0,1,1
1181,cache,HellRaisers,16,PENTA,9,1,0,0,0,0,1
1182,dust2,HellRaisers,16,PENTA,6,1,1,0,0,0,1
1183,mirage,HellRaisers,14,PENTA,16,0,1,0,0,0,1
1184,dust2,SkinsVault,17,Worst Players,21,0,0,0,0,0,0
1185,mirage,Worst Players,16,SkinsVault,8,1,1,0,0,0,1
1186,train,nxl,16,TheMongolz,9,1,0,1,0,0,1
1187,mirage,TheMongolz,6,nxl,16,0,0,1,0,0,0
1188,dust2,nxl,16,TheMongolz,8,1,1,0,0,0,1
1189,cache,TheMongolz,16,nxl,6,1,0,1,0,0,0
1190,inferno,nxl,23,TheMongolz,25,0,0,1,0,0,0
1191,mirage,Winterfox,16,FolloweSports.com,11,1,1,0,0,0,0
1192,dust2,FolloweSports.com,16,Winterfox,11,1,0,1,0,0,0
1193,mirage,Enemy,10,Conquest,16,0,1,0,1,0,0
1194,inferno,Conquest,16,Enemy,11,1,1,0,0,1,1
1195,inferno,Winterfox,13,Luminosity,16,0,0,1,1,0,0
1196,cache,Luminosity,16,Winterfox,4,1,1,0,0,1,1
1197,cache,Winterfox,7,Conquest,16,0,0,1,1,0,0
1198,inferno,Winterfox,6,Conquest,16,0,0,1,1,0,0
1199,inferno,Worst Players,5,Orgless,16,0,1,1,0,0,0
1200,mirage,Orgless,16,Worst Players,10,1,1,0,0,0,1
1201,mirage,MaxAndRelax,12,FlipSid3,16,0,1,1,1,0,0
1202,train,MaxAndRelax,3,FlipSid3,16,0,0,1,1,0,0
1203,dust2,E-frag.net,6,Titan,16,0,1,1,0,1,0
1204,overpass,Titan,19,E-frag.net,15,1,1,0,1,0,1
1205,cobblestone,KILLERFISH,16,Worst Players,11,1,0,0,0,0,1
1206,mirage,KILLERFISH,16,Worst Players,12,1,1,0,0,0,1
1207,mirage,ttc,16,CPH Wolves,14,1,0,0,0,0,0
1208,cobblestone,CPH Wolves,9,ttc,16,0,0,1,0,0,0
1209,cache,ttc,14,CPH Wolves,16,0,1,0,0,0,1
1210,overpass,HellRaisers,16,E-frag.net,11,1,0,0,1,0,1
1211,dust2,E-frag.net,16,HellRaisers,14,1,0,1,0,1,0
1212,inferno,FlipSid3,16,Torpedo,5,1,1,1,0,1,0
1213,dust2,Torpedo,10,FlipSid3,16,0,0,1,1,0,0
1214,train,Torpedo,16,FlipSid3,13,1,0,1,1,0,0
1215,dust2,nxl,19,MVP.karnal,15,1,0,0,0,0,1
1216,cache,nxl,16,MVP.karnal,13,1,1,0,0,0,1
1217,overpass,Virtus.pro,12,TSM,16,0,0,1,1,0,0
1218,train,TSM,16,Virtus.pro,12,1,1,0,0,1,1
1219,train,OverGaming,5,Epsilon,16,0,1,0,0,0,0
1220,mirage,Epsilon,16,OverGaming,2,1,1,0,0,0,1
1221,mirage,Exile5,16,Animal Squad,8,1,0,1,0,0,0
1222,inferno,TyLoo,11,TheMongolz,16,0,1,1,0,0,0
1223,cache,TheMongolz,22,TyLoo,20,1,1,0,0,0,1
1224,mirage,carboN,13,Bravado,16,0,0,0,0,0,0
1225,inferno,carboN,8,Bravado,16,0,0,1,0,0,0
1226,cache,Chiefs,13,Immunity,16,0,0,0,0,0,0
1227,dust2,fnatic,12,Virtus.pro,16,0,0,0,0,1,1
1228,train,fnatic,12,Virtus.pro,16,0,0,1,0,1,0
1229,dust2,fSociety,16,Renegades,14,1,1,1,1,0,0
1230,cache,x6tence,10,Epsilon,16,0,0,1,0,0,0
1231,mirage,Epsilon,11,x6tence,16,0,1,0,0,0,1
1232,overpass,x6tence,15,Epsilon,21,0,1,0,0,0,1
1233,inferno,Pries,12,Enso,16,0,0,1,0,0,0
1234,mirage,Enso,8,Pries,16,0,1,0,0,0,1
1235,train,Enso,16,Pries,14,1,0,1,0,0,0
1236,inferno,eNergy,16,Aperture,0,1,0,0,0,0,0
1237,mirage,Aperture,16,eNergy,5,1,0,1,0,0,0
1238,overpass,eNergy,16,Aperture,3,1,0,1,0,0,0
1239,mirage,PENTA,16,CSGL,5,1,1,0,1,0,1
1240,dust2,CSGL,16,PENTA,19,0,0,1,0,1,0
1241,train,TSM,16,Virtus.pro,14,1,1,1,0,1,1
1242,inferno,Virtus.pro,12,TSM,16,0,0,1,1,0,0
1243,train,E-frag.net,16,Enervate,3,1,1,0,0,1,0
1244,mirage,E-frag.net,16,Enervate,8,1,1,0,0,1,1
